drug,pathway,Rxn_per_pathway
Ginsenoside Rb2_removed_unused_genes,"Pentose phosphate pathway",0.195121951219512
Ginsenoside Rb2_removed_unused_genes,"Peptide metabolism",0
Ginsenoside Rb2_removed_unused_genes,"Phenylalanine metabolism",0.222222222222222
Ginsenoside Rb2_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Ginsenoside Rb2_removed_unused_genes,"Propanoate metabolism",0.8
Ginsenoside Rb2_removed_unused_genes,"Protein formation",0
Ginsenoside Rb2_removed_unused_genes,"Purine catabolism",0.352941176470588
Ginsenoside Rb2_removed_unused_genes,"Purine synthesis",0.666666666666667
Ginsenoside Rb2_removed_unused_genes,"Pyrimidine catabolism",0.205882352941176
Ginsenoside Rb2_removed_unused_genes,"Pyrimidine synthesis",0.428571428571429
Ginsenoside Rb2_removed_unused_genes,"Pyruvate metabolism",0.375
Ginsenoside Rb2_removed_unused_genes,"R group synthesis",0.166666666666667
Ginsenoside Rb2_removed_unused_genes,"ROS detoxification",0.857142857142857
Ginsenoside Rb2_removed_unused_genes,"Sphingolipid metabolism",0.18796992481203
Ginsenoside Rb2_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Ginsenoside Rb2_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Ginsenoside Rb2_removed_unused_genes,"Steroid metabolism",0.0777777777777778
Ginsenoside Rb2_removed_unused_genes,"Taurine and hypotaurine metabolism",0.25
Ginsenoside Rb2_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Ginsenoside Rb2_removed_unused_genes,"Thiamine metabolism",0
Ginsenoside Rb2_removed_unused_genes,"Transport, endoplasmic reticular",0.184834123222749
Ginsenoside Rb2_removed_unused_genes,"Transport, extracellular",0.0829562594268477
Ginsenoside Rb2_removed_unused_genes,"Transport, golgi apparatus",0.142857142857143
Ginsenoside Rb2_removed_unused_genes,"Transport, lysosomal",0.323809523809524
Ginsenoside Rb2_removed_unused_genes,"Transport, mitochondrial",0.236203090507726
Ginsenoside Rb2_removed_unused_genes,"Transport, nuclear",0.23943661971831
Ginsenoside Rb2_removed_unused_genes,"Transport, peroxisomal",0.201298701298701
Ginsenoside Rb2_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Ginsenoside Rb2_removed_unused_genes,"Tryptophan metabolism",0.311111111111111
Ginsenoside Rb2_removed_unused_genes,"Tyrosine metabolism",0.247311827956989
Ginsenoside Rb2_removed_unused_genes,"Ubiquinone synthesis",0
Ginsenoside Rb2_removed_unused_genes,"Urea cycle",0.225
Ginsenoside Rb2_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Ginsenoside Rb2_removed_unused_genes,"Vitamin A metabolism",0
Ginsenoside Rb2_removed_unused_genes,"Vitamin B12 metabolism",0
Ginsenoside Rb2_removed_unused_genes,"Vitamin B2 metabolism",0.333333333333333
Ginsenoside Rb2_removed_unused_genes,"Vitamin B6 metabolism",0
Ginsenoside Rb2_removed_unused_genes,"Vitamin C metabolism",0.2
Ginsenoside Rb2_removed_unused_genes,"Vitamin D metabolism",0
Ginsenoside Rb2_removed_unused_genes,"Vitamin E metabolism",0
Ginsenoside Rb2_removed_unused_genes,"Xenobiotics metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Alanine and aspartate metabolism",0.307692307692308
Ginsenoside Rb3_removed_unused_genes,"Alkaloid synthesis",0
Ginsenoside Rb3_removed_unused_genes,"Aminosugar metabolism",0.40625
Ginsenoside Rb3_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.153846153846154
Ginsenoside Rb3_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Ginsenoside Rb3_removed_unused_genes,"Arginine and proline metabolism",0.3
Ginsenoside Rb3_removed_unused_genes,"Beta-Alanine metabolism",0.4
Ginsenoside Rb3_removed_unused_genes,"Bile acid synthesis",0.216216216216216
Ginsenoside Rb3_removed_unused_genes,"Biotin metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Blood group synthesis",0
Ginsenoside Rb3_removed_unused_genes,"Butanoate metabolism",0
Ginsenoside Rb3_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Ginsenoside Rb3_removed_unused_genes,"Cholesterol metabolism",0.43801652892562
Ginsenoside Rb3_removed_unused_genes,"Chondroitin sulfate degradation",0
Ginsenoside Rb3_removed_unused_genes,"Chondroitin synthesis",0.444444444444444
Ginsenoside Rb3_removed_unused_genes,"Citric acid cycle",0.75
Ginsenoside Rb3_removed_unused_genes,"CoA catabolism",0
Ginsenoside Rb3_removed_unused_genes,"CoA synthesis",0.0714285714285714
Ginsenoside Rb3_removed_unused_genes,"Cytochrome metabolism",0
Ginsenoside Rb3_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Ginsenoside Rb3_removed_unused_genes,"Dietary fiber binding",0
Ginsenoside Rb3_removed_unused_genes,"Drug metabolism",0.0157068062827225
Ginsenoside Rb3_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Ginsenoside Rb3_removed_unused_genes,"Exchange/demand reaction",0.0576385002797985
Ginsenoside Rb3_removed_unused_genes,"Fatty acid oxidation",0.335067637877211
Ginsenoside Rb3_removed_unused_genes,"Fatty acid synthesis",0.849372384937239
Ginsenoside Rb3_removed_unused_genes,"Folate metabolism",0.542372881355932
Ginsenoside Rb3_removed_unused_genes,"Fructose and mannose metabolism",0.260869565217391
Ginsenoside Rb3_removed_unused_genes,"Galactose metabolism",0.142857142857143
Ginsenoside Rb3_removed_unused_genes,"Glutamate metabolism",0.3125
Ginsenoside Rb3_removed_unused_genes,"Glutathione metabolism",0.5625
Ginsenoside Rb3_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Ginsenoside Rb3_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.297872340425532
Ginsenoside Rb3_removed_unused_genes,"Glycolysis/gluconeogenesis",0.428571428571429
Ginsenoside Rb3_removed_unused_genes,"Glycosphingolipid metabolism",0.197183098591549
Ginsenoside Rb3_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Ginsenoside Rb3_removed_unused_genes,"Heme degradation",0.75
Ginsenoside Rb3_removed_unused_genes,"Heme synthesis",0.473684210526316
Ginsenoside Rb3_removed_unused_genes,"Heparan sulfate degradation",0
Ginsenoside Rb3_removed_unused_genes,"Hippurate metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Histidine metabolism",0.571428571428571
Ginsenoside Rb3_removed_unused_genes,"Hyaluronan metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Inositol phosphate metabolism",0.353846153846154
Ginsenoside Rb3_removed_unused_genes,"Keratan sulfate degradation",0
Ginsenoside Rb3_removed_unused_genes,"Keratan sulfate synthesis",0
Ginsenoside Rb3_removed_unused_genes,"Leukotriene metabolism",0.125
Ginsenoside Rb3_removed_unused_genes,"Limonene and pinene degradation",0
Ginsenoside Rb3_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Ginsenoside Rb3_removed_unused_genes,"Lipoate metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Lysine metabolism",0.32258064516129
Ginsenoside Rb3_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Ginsenoside Rb3_removed_unused_genes,"Miscellaneous",0.302631578947368
Ginsenoside Rb3_removed_unused_genes,"N-glycan degradation",0
Ginsenoside Rb3_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Ginsenoside Rb3_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Ginsenoside Rb3_removed_unused_genes,"NAD metabolism",0.222222222222222
Ginsenoside Rb3_removed_unused_genes,"Nucleotide interconversion",0.548780487804878
Ginsenoside Rb3_removed_unused_genes,"Nucleotide metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Ginsenoside Rb3_removed_unused_genes,"Nucleotide sugar metabolism",0
Ginsenoside Rb3_removed_unused_genes,"O-glycan metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Oxidative phosphorylation",0.6
Ginsenoside Rb3_removed_unused_genes,"Pentose phosphate pathway",0.24390243902439
Ginsenoside Rb3_removed_unused_genes,"Peptide metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Phenylalanine metabolism",0.194444444444444
Ginsenoside Rb3_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.025
Ginsenoside Rb3_removed_unused_genes,"Propanoate metabolism",0.733333333333333
Ginsenoside Rb3_removed_unused_genes,"Protein formation",0
Ginsenoside Rb3_removed_unused_genes,"Purine catabolism",0.235294117647059
Ginsenoside Rb3_removed_unused_genes,"Purine synthesis",0.733333333333333
Ginsenoside Rb3_removed_unused_genes,"Pyrimidine catabolism",0.235294117647059
Ginsenoside Rb3_removed_unused_genes,"Pyrimidine synthesis",0.380952380952381
Ginsenoside Rb3_removed_unused_genes,"Pyruvate metabolism",0.40625
Ginsenoside Rb3_removed_unused_genes,"R group synthesis",0.166666666666667
Ginsenoside Rb3_removed_unused_genes,"ROS detoxification",0.857142857142857
Ginsenoside Rb3_removed_unused_genes,"Sphingolipid metabolism",0.172932330827068
Ginsenoside Rb3_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Ginsenoside Rb3_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Ginsenoside Rb3_removed_unused_genes,"Steroid metabolism",0.0555555555555556
Ginsenoside Rb3_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Ginsenoside Rb3_removed_unused_genes,"Thiamine metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Transport, endoplasmic reticular",0.180094786729858
Ginsenoside Rb3_removed_unused_genes,"Transport, extracellular",0.0452488687782805
Ginsenoside Rb3_removed_unused_genes,"Transport, golgi apparatus",0.153061224489796
Ginsenoside Rb3_removed_unused_genes,"Transport, lysosomal",0.257142857142857
Ginsenoside Rb3_removed_unused_genes,"Transport, mitochondrial",0.245033112582781
Ginsenoside Rb3_removed_unused_genes,"Transport, nuclear",0.253521126760563
Ginsenoside Rb3_removed_unused_genes,"Transport, peroxisomal",0.214285714285714
Ginsenoside Rb3_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Ginsenoside Rb3_removed_unused_genes,"Tryptophan metabolism",0.333333333333333
Ginsenoside Rb3_removed_unused_genes,"Tyrosine metabolism",0.204301075268817
Ginsenoside Rb3_removed_unused_genes,"Ubiquinone synthesis",0
Ginsenoside Rb3_removed_unused_genes,"Urea cycle",0.25
Ginsenoside Rb3_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Ginsenoside Rb3_removed_unused_genes,"Vitamin A metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Vitamin B12 metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Vitamin B2 metabolism",0.333333333333333
Ginsenoside Rb3_removed_unused_genes,"Vitamin B6 metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Vitamin C metabolism",0.2
Ginsenoside Rb3_removed_unused_genes,"Vitamin D metabolism",0
Ginsenoside Rb3_removed_unused_genes,"Vitamin E metabolism",0.4
Ginsenoside Rb3_removed_unused_genes,"Xenobiotics metabolism",0
Ginsenoside Rc_removed_unused_genes,"Alanine and aspartate metabolism",0.230769230769231
Ginsenoside Rc_removed_unused_genes,"Alkaloid synthesis",0
Ginsenoside Rc_removed_unused_genes,"Aminosugar metabolism",0.53125
Ginsenoside Rc_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.153846153846154
Ginsenoside Rc_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Ginsenoside Rc_removed_unused_genes,"Arginine and proline metabolism",0.25
Ginsenoside Rc_removed_unused_genes,"Beta-Alanine metabolism",0.4
Ginsenoside Rc_removed_unused_genes,"Bile acid synthesis",0.232432432432432
Ginsenoside Rc_removed_unused_genes,"Biotin metabolism",0
Ginsenoside Rc_removed_unused_genes,"Blood group synthesis",0.127659574468085
Ginsenoside Rc_removed_unused_genes,"Butanoate metabolism",0
Ginsenoside Rc_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Ginsenoside Rc_removed_unused_genes,"Cholesterol metabolism",0.442148760330579
Ginsenoside Rc_removed_unused_genes,"Chondroitin sulfate degradation",0.568181818181818
Ginsenoside Rc_removed_unused_genes,"Chondroitin synthesis",0.8
Ginsenoside Rc_removed_unused_genes,"Citric acid cycle",0.7
Ginsenoside Rc_removed_unused_genes,"CoA catabolism",0
Ginsenoside Rc_removed_unused_genes,"CoA synthesis",0.0714285714285714
Ginsenoside Rc_removed_unused_genes,"Cytochrome metabolism",0
Ginsenoside Rc_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Ginsenoside Rc_removed_unused_genes,"Dietary fiber binding",0
Ginsenoside Rc_removed_unused_genes,"Drug metabolism",0.075043630017452
Ginsenoside Rc_removed_unused_genes,"Eicosanoid metabolism",0.10752688172043
Ginsenoside Rc_removed_unused_genes,"Exchange/demand reaction",0.0598768886401791
Ginsenoside Rc_removed_unused_genes,"Fatty acid oxidation",0.348595213319459
Ginsenoside Rc_removed_unused_genes,"Fatty acid synthesis",0.836820083682008
Ginsenoside Rc_removed_unused_genes,"Folate metabolism",0.542372881355932
Ginsenoside Rc_removed_unused_genes,"Fructose and mannose metabolism",0.565217391304348
Ginsenoside Rc_removed_unused_genes,"Galactose metabolism",0.142857142857143
Ginsenoside Rc_removed_unused_genes,"Glutamate metabolism",0.3125
Ginsenoside Rc_removed_unused_genes,"Glutathione metabolism",0.625
Ginsenoside Rc_removed_unused_genes,"Glycerophospholipid metabolism",0.2
Ginsenoside Rc_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.276595744680851
Ginsenoside Rc_removed_unused_genes,"Glycolysis/gluconeogenesis",0.523809523809524
Ginsenoside Rc_removed_unused_genes,"Glycosphingolipid metabolism",0.267605633802817
Ginsenoside Rc_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.571428571428571
Ginsenoside Rc_removed_unused_genes,"Heme degradation",0.75
Ginsenoside Rc_removed_unused_genes,"Heme synthesis",0.473684210526316
Ginsenoside Rc_removed_unused_genes,"Heparan sulfate degradation",0
Ginsenoside Rc_removed_unused_genes,"Hippurate metabolism",0
Ginsenoside Rc_removed_unused_genes,"Histidine metabolism",0.571428571428571
Ginsenoside Rc_removed_unused_genes,"Hyaluronan metabolism",1
Ginsenoside Rc_removed_unused_genes,"Inositol phosphate metabolism",0.338461538461538
Ginsenoside Rc_removed_unused_genes,"Keratan sulfate degradation",0
Ginsenoside Rc_removed_unused_genes,"Keratan sulfate synthesis",0
Ginsenoside Rc_removed_unused_genes,"Leukotriene metabolism",0.125
Ginsenoside Rc_removed_unused_genes,"Limonene and pinene degradation",0
Ginsenoside Rc_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Ginsenoside Rc_removed_unused_genes,"Lipoate metabolism",0
Ginsenoside Rc_removed_unused_genes,"Lysine metabolism",0.32258064516129
Ginsenoside Rc_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Ginsenoside Rc_removed_unused_genes,"Miscellaneous",0.302631578947368
Ginsenoside Rc_removed_unused_genes,"N-glycan degradation",0
Ginsenoside Rc_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Ginsenoside Rc_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Ginsenoside Rc_removed_unused_genes,"NAD metabolism",0.222222222222222
Ginsenoside Rc_removed_unused_genes,"Nucleotide interconversion",0.548780487804878
Ginsenoside Rc_removed_unused_genes,"Nucleotide metabolism",0
Ginsenoside Rc_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Ginsenoside Rc_removed_unused_genes,"Nucleotide sugar metabolism",0
Ginsenoside Rc_removed_unused_genes,"O-glycan metabolism",0
Ginsenoside Rc_removed_unused_genes,"Oxidative phosphorylation",0.8
Ginsenoside Rc_removed_unused_genes,"Pentose phosphate pathway",0.195121951219512
Ginsenoside Rc_removed_unused_genes,"Peptide metabolism",0
Ginsenoside Rc_removed_unused_genes,"Phenylalanine metabolism",0.194444444444444
Ginsenoside Rc_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Ginsenoside Rc_removed_unused_genes,"Propanoate metabolism",0.8
Ginsenoside Rc_removed_unused_genes,"Protein formation",0
Ginsenoside Rc_removed_unused_genes,"Purine catabolism",0.235294117647059
Ginsenoside Rc_removed_unused_genes,"Purine synthesis",0.666666666666667
Ginsenoside Rc_removed_unused_genes,"Pyrimidine catabolism",0.264705882352941
Ginsenoside Rc_removed_unused_genes,"Pyrimidine synthesis",0.333333333333333
Ginsenoside Rc_removed_unused_genes,"Pyruvate metabolism",0.375
Ginsenoside Rc_removed_unused_genes,"R group synthesis",0.166666666666667
Ginsenoside Rc_removed_unused_genes,"ROS detoxification",0.857142857142857
Ginsenoside Rc_removed_unused_genes,"Sphingolipid metabolism",0.18796992481203
Ginsenoside Rc_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Ginsenoside Rc_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Ginsenoside Rc_removed_unused_genes,"Steroid metabolism",0.0666666666666667
Ginsenoside Rc_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Ginsenoside Rc_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Ginsenoside Rc_removed_unused_genes,"Thiamine metabolism",0
Ginsenoside Rc_removed_unused_genes,"Transport, endoplasmic reticular",0.175355450236967
Ginsenoside Rc_removed_unused_genes,"Transport, extracellular",0.0471342383107089
Ginsenoside Rc_removed_unused_genes,"Transport, golgi apparatus",0.224489795918367
Ginsenoside Rc_removed_unused_genes,"Transport, lysosomal",0.342857142857143
Ginsenoside Rc_removed_unused_genes,"Transport, mitochondrial",0.22075055187638
Ginsenoside Rc_removed_unused_genes,"Transport, nuclear",0.23943661971831
Ginsenoside Rc_removed_unused_genes,"Transport, peroxisomal",0.214285714285714
Ginsenoside Rc_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Ginsenoside Rc_removed_unused_genes,"Tryptophan metabolism",0.311111111111111
Ginsenoside Rc_removed_unused_genes,"Tyrosine metabolism",0.301075268817204
Ginsenoside Rc_removed_unused_genes,"Ubiquinone synthesis",0
Ginsenoside Rc_removed_unused_genes,"Urea cycle",0.225
Ginsenoside Rc_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Ginsenoside Rc_removed_unused_genes,"Vitamin A metabolism",0
Ginsenoside Rc_removed_unused_genes,"Vitamin B12 metabolism",0
Ginsenoside Rc_removed_unused_genes,"Vitamin B2 metabolism",0.333333333333333
Ginsenoside Rc_removed_unused_genes,"Vitamin B6 metabolism",0
Ginsenoside Rc_removed_unused_genes,"Vitamin C metabolism",0.2
Ginsenoside Rc_removed_unused_genes,"Vitamin D metabolism",0
Ginsenoside Rc_removed_unused_genes,"Vitamin E metabolism",0.4
Ginsenoside Rc_removed_unused_genes,"Xenobiotics metabolism",0
Ginsenoside Rd_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Ginsenoside Rd_removed_unused_genes,"Alkaloid synthesis",0
Ginsenoside Rd_removed_unused_genes,"Aminosugar metabolism",0.4375
Ginsenoside Rd_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.192307692307692
Ginsenoside Rd_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Ginsenoside Rd_removed_unused_genes,"Arginine and proline metabolism",0.275
Ginsenoside Rd_removed_unused_genes,"Beta-Alanine metabolism",0.4
Ginsenoside Rd_removed_unused_genes,"Bile acid synthesis",0.237837837837838
Ginsenoside Rd_removed_unused_genes,"Biotin metabolism",0
Ginsenoside Rd_removed_unused_genes,"Blood group synthesis",0
Ginsenoside Rd_removed_unused_genes,"Butanoate metabolism",0
Ginsenoside Rd_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Ginsenoside Rd_removed_unused_genes,"Cholesterol metabolism",0.40495867768595
Ginsenoside Rd_removed_unused_genes,"Chondroitin sulfate degradation",0
Ginsenoside Rd_removed_unused_genes,"Chondroitin synthesis",0
Ginsenoside Rd_removed_unused_genes,"Citric acid cycle",0.6
Ginsenoside Rd_removed_unused_genes,"CoA catabolism",0
Ginsenoside Rd_removed_unused_genes,"CoA synthesis",0.0714285714285714
Ginsenoside Rd_removed_unused_genes,"Cytochrome metabolism",0
Ginsenoside Rd_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Ginsenoside Rd_removed_unused_genes,"Dietary fiber binding",0
Ginsenoside Rd_removed_unused_genes,"Drug metabolism",0.075043630017452
Ginsenoside Rd_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Ginsenoside Rd_removed_unused_genes,"Exchange/demand reaction",0.0548405148293229
Ginsenoside Rd_removed_unused_genes,"Fatty acid oxidation",0.329864724245578
Ginsenoside Rd_removed_unused_genes,"Fatty acid synthesis",0.841004184100418
Ginsenoside Rd_removed_unused_genes,"Folate metabolism",0.542372881355932
Ginsenoside Rd_removed_unused_genes,"Fructose and mannose metabolism",0.434782608695652
Ginsenoside Rd_removed_unused_genes,"Galactose metabolism",0.142857142857143
Ginsenoside Rd_removed_unused_genes,"Glutamate metabolism",0.375
Ginsenoside Rd_removed_unused_genes,"Glutathione metabolism",0.5625
Ginsenoside Rd_removed_unused_genes,"Glycerophospholipid metabolism",0.2
Ginsenoside Rd_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.25531914893617
Ginsenoside Rd_removed_unused_genes,"Glycolysis/gluconeogenesis",0.523809523809524
Ginsenoside Rd_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Ginsenoside Rd_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.642857142857143
Ginsenoside Rd_removed_unused_genes,"Heme degradation",0.5
Ginsenoside Rd_removed_unused_genes,"Heme synthesis",0.473684210526316
Ginsenoside Rd_removed_unused_genes,"Heparan sulfate degradation",0
Ginsenoside Rd_removed_unused_genes,"Hippurate metabolism",0
Ginsenoside Rd_removed_unused_genes,"Histidine metabolism",0.285714285714286
Ginsenoside Rd_removed_unused_genes,"Hyaluronan metabolism",1
Ginsenoside Rd_removed_unused_genes,"Inositol phosphate metabolism",0.353846153846154
Ginsenoside Rd_removed_unused_genes,"Keratan sulfate degradation",0
Ginsenoside Rd_removed_unused_genes,"Keratan sulfate synthesis",0
Ginsenoside Rd_removed_unused_genes,"Leukotriene metabolism",0.125
Ginsenoside Rd_removed_unused_genes,"Limonene and pinene degradation",0
Ginsenoside Rd_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Ginsenoside Rd_removed_unused_genes,"Lipoate metabolism",0
Ginsenoside Rd_removed_unused_genes,"Lysine metabolism",0.258064516129032
Ginsenoside Rd_removed_unused_genes,"Methionine and cysteine metabolism",0.41304347826087
Ginsenoside Rd_removed_unused_genes,"Miscellaneous",0.282894736842105
Ginsenoside Rd_removed_unused_genes,"N-glycan degradation",0
Ginsenoside Rd_removed_unused_genes,"N-glycan metabolism",0.333333333333333
Ginsenoside Rd_removed_unused_genes,"N-glycan synthesis",0.222222222222222
Ginsenoside Rd_removed_unused_genes,"NAD metabolism",0.222222222222222
Ginsenoside Rd_removed_unused_genes,"Nucleotide interconversion",0.536585365853659
Ginsenoside Rd_removed_unused_genes,"Nucleotide metabolism",0
Ginsenoside Rd_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Ginsenoside Rd_removed_unused_genes,"Nucleotide sugar metabolism",0
Ginsenoside Rd_removed_unused_genes,"O-glycan metabolism",0
Ginsenoside Rd_removed_unused_genes,"Oxidative phosphorylation",0.6
Ginsenoside Rd_removed_unused_genes,"Pentose phosphate pathway",0.268292682926829
Ginsenoside Rd_removed_unused_genes,"Peptide metabolism",0
Ginsenoside Rd_removed_unused_genes,"Phenylalanine metabolism",0.194444444444444
Ginsenoside Rd_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Ginsenoside Rd_removed_unused_genes,"Propanoate metabolism",0.666666666666667
Ginsenoside Rd_removed_unused_genes,"Protein formation",0
Ginsenoside Rd_removed_unused_genes,"Purine catabolism",0.235294117647059
Ginsenoside Rd_removed_unused_genes,"Purine synthesis",0.733333333333333
Ginsenoside Rd_removed_unused_genes,"Pyrimidine catabolism",0.205882352941176
Ginsenoside Rd_removed_unused_genes,"Pyrimidine synthesis",0.333333333333333
Ginsenoside Rd_removed_unused_genes,"Pyruvate metabolism",0.40625
Ginsenoside Rd_removed_unused_genes,"R group synthesis",0.166666666666667
Ginsenoside Rd_removed_unused_genes,"ROS detoxification",0.857142857142857
Ginsenoside Rd_removed_unused_genes,"Sphingolipid metabolism",0.135338345864662
Ginsenoside Rd_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Ginsenoside Rd_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Ginsenoside Rd_removed_unused_genes,"Steroid metabolism",0.1
Ginsenoside Rd_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Ginsenoside Rd_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.277777777777778
Ginsenoside Rd_removed_unused_genes,"Thiamine metabolism",0
Ginsenoside Rd_removed_unused_genes,"Transport, endoplasmic reticular",0.241706161137441
Ginsenoside Rd_removed_unused_genes,"Transport, extracellular",0.0418552036199095
Ginsenoside Rd_removed_unused_genes,"Transport, golgi apparatus",0.0408163265306122
Ginsenoside Rd_removed_unused_genes,"Transport, lysosomal",0.285714285714286
Ginsenoside Rd_removed_unused_genes,"Transport, mitochondrial",0.247240618101545
Ginsenoside Rd_removed_unused_genes,"Transport, nuclear",0.253521126760563
Ginsenoside Rd_removed_unused_genes,"Transport, peroxisomal",0.194805194805195
Ginsenoside Rd_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Ginsenoside Rd_removed_unused_genes,"Tryptophan metabolism",0.355555555555556
Ginsenoside Rd_removed_unused_genes,"Tyrosine metabolism",0.32258064516129
Ginsenoside Rd_removed_unused_genes,"Ubiquinone synthesis",0
Ginsenoside Rd_removed_unused_genes,"Urea cycle",0.25
Ginsenoside Rd_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.333333333333333
Ginsenoside Rd_removed_unused_genes,"Vitamin A metabolism",0
Ginsenoside Rd_removed_unused_genes,"Vitamin B12 metabolism",0
Ginsenoside Rd_removed_unused_genes,"Vitamin B2 metabolism",0.333333333333333
Ginsenoside Rd_removed_unused_genes,"Vitamin B6 metabolism",0
Ginsenoside Rd_removed_unused_genes,"Vitamin C metabolism",0.3
Ginsenoside Rd_removed_unused_genes,"Vitamin D metabolism",0
Ginsenoside Rd_removed_unused_genes,"Vitamin E metabolism",0.4
Ginsenoside Rd_removed_unused_genes,"Xenobiotics metabolism",0
Ginsenoside Re_removed_unused_genes,"Alanine and aspartate metabolism",0.307692307692308
Ginsenoside Re_removed_unused_genes,"Alkaloid synthesis",0
Ginsenoside Re_removed_unused_genes,"Aminosugar metabolism",0.4375
Ginsenoside Re_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.5
Ginsenoside Re_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Ginsenoside Re_removed_unused_genes,"Arginine and proline metabolism",0.25
Ginsenoside Re_removed_unused_genes,"Beta-Alanine metabolism",0.4
Ginsenoside Re_removed_unused_genes,"Bile acid synthesis",0.210810810810811
Ginsenoside Re_removed_unused_genes,"Biotin metabolism",0
Ginsenoside Re_removed_unused_genes,"Blood group synthesis",0
Ginsenoside Re_removed_unused_genes,"Butanoate metabolism",0
Ginsenoside Re_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Ginsenoside Re_removed_unused_genes,"Cholesterol metabolism",0.43801652892562
